features,accuracy,f1_score,precision,recall
"('PhotoAmt', 'MaturitySize')",0.5381793931310437,0.5376834673506478,0.5391227419621818,0.5381793931310437
"('Color2', 'Color1', 'Breed2', 'Quantity')",0.5381793931310437,0.5371961544689955,0.5377982994038208,0.5381793931310437
"('Color1', 'State', 'Breed2', 'Quantity', 'Fee')",0.5378459486495498,0.5363969401035331,0.5374349799071299,0.5378459486495498
"('PhotoAmt', 'Breed1', 'Color2', 'Quantity', 'MaturitySize')",0.5378459486495498,0.536976131654098,0.5391040729839026,0.5378459486495498
"('PhotoAmt', 'Color1', 'State', 'Breed2', 'MaturitySize')",0.5375125041680561,0.5370961851265617,0.5383762728777227,0.5375125041680561
"('Color1', 'Breed2', 'Quantity', 'Fee')",0.5375125041680561,0.5361489822040467,0.5371008307328314,0.5375125041680561
"('PhotoAmt', 'Color2', 'Breed2', 'MaturitySize')",0.5375125041680561,0.5372527520027668,0.5382142170272203,0.5375125041680561
"('State', 'Quantity', 'Fee')",0.5371790596865622,0.4966250186502765,0.5473430545988831,0.5371790596865622
"('Color1', 'Breed2', 'Fee')",0.5371790596865622,0.5330326385959013,0.5369161084044674,0.5371790596865622
"('State', 'Fee')",0.5371790596865622,0.4848518568374712,0.5529075887102554,0.5371790596865622
"('PhotoAmt', 'Color2', 'Color1', 'Breed2', 'Quantity')",0.5371790596865622,0.5367619980185351,0.5368975044745649,0.5371790596865622
"('PhotoAmt', 'Color1', 'Quantity')",0.5371790596865622,0.534716787648547,0.536774434858643,0.5371790596865622
"('PhotoAmt', 'Color2', 'Breed2', 'MaturitySize', 'Fee')",0.5371790596865622,0.5352597247112734,0.5391675482280397,0.5371790596865622
"('PhotoAmt', 'Color1', 'Breed2', 'MaturitySize')",0.5368456152050683,0.535987548087454,0.538083709613441,0.5368456152050683
"('Breed1', 'Color2', 'Quantity', 'Fee')",0.5368456152050683,0.5362151742511971,0.5378983643099167,0.5368456152050683
"('PhotoAmt', 'Color2', 'State', 'Breed2', 'MaturitySize')",0.5361787262420807,0.5360356617667938,0.5360224256730182,0.5361787262420807
"('Color2', 'Breed2', 'MaturitySize', 'Fee')",0.5361787262420807,0.5283546937713769,0.5414475014767262,0.5361787262420807
"('Color2', 'Color1', 'Breed2', 'Fee')",0.5358452817605869,0.5340397877371443,0.5377316456035979,0.5358452817605869
"('Color2', 'Color1')",0.5358452817605869,0.5340787354270409,0.5377065173607175,0.5358452817605869
"('PhotoAmt', 'Breed2')",0.5358452817605869,0.5358100852138419,0.5362331556857336,0.5358452817605869
"('PhotoAmt', 'Breed1', 'Color2', 'Color1')",0.5358452817605869,0.5346447425644848,0.5373250142490285,0.5358452817605869
"('PhotoAmt', 'Color2', 'State', 'MaturitySize', 'Fee')",0.5358452817605869,0.5352126641615744,0.5355035519454864,0.5358452817605869
"('Color1', 'State', 'Quantity', 'MaturitySize')",0.5358452817605869,0.5284703650027979,0.5359631779197257,0.5358452817605869
"('PhotoAmt', 'Color1', 'Breed2', 'Fee')",0.535511837279093,0.5348904811119685,0.5351711704469567,0.535511837279093
"('Color1', 'Breed2')",0.535511837279093,0.5057799783641466,0.5529419143149805,0.535511837279093
"('PhotoAmt', 'Color2', 'State', 'Quantity', 'MaturitySize')",0.5351783927975992,0.5335391549199083,0.5347312183936899,0.5351783927975992
"('PhotoAmt', 'Color2', 'State', 'Breed2', 'Fee')",0.5351783927975992,0.5351961748182854,0.5352215719115939,0.5351783927975992
"('PhotoAmt', 'State', 'Quantity', 'Fee')",0.5351783927975992,0.5303939383628693,0.5349110969934637,0.5351783927975992
"('Color2', 'Color1', 'Breed2', 'MaturitySize', 'Fee')",0.5351783927975992,0.5298517430516979,0.5390522929702657,0.5351783927975992
"('Color1', 'MaturitySize', 'Fee')",0.5348449483161054,0.5305104601853172,0.5381682176753746,0.5348449483161054
"('Color2', 'Breed2', 'Quantity', 'MaturitySize', 'Fee')",0.5348449483161054,0.5257076308523913,0.5406751215320315,0.5348449483161054
"('PhotoAmt', 'Color1', 'State', 'Fee')",0.5348449483161054,0.5313370542513173,0.5344491336119549,0.5348449483161054
"('Breed2', 'MaturitySize')",0.5348449483161054,0.5250698678187387,0.5410021358000644,0.5348449483161054
"('PhotoAmt', 'Color1', 'Fee')",0.5345115038346115,0.5332892461654974,0.5340799787168301,0.5345115038346115
"('Color2', 'Color1', 'State', 'Breed2', 'Quantity')",0.5345115038346115,0.5323894756783734,0.5340496329003313,0.5345115038346115
"('Color2', 'Color1', 'State', 'Breed2')",0.5345115038346115,0.5338770683689352,0.5341638151419548,0.5345115038346115
"('PhotoAmt', 'Color2', 'State', 'Quantity', 'Fee')",0.5341780593531177,0.531583350854828,0.5337184223441691,0.5341780593531177
"('PhotoAmt', 'Quantity', 'MaturitySize')",0.5341780593531177,0.5317969226714083,0.5363795455076883,0.5341780593531177
"('PhotoAmt', 'Color2', 'State', 'MaturitySize')",0.5338446148716238,0.5333434569382897,0.5335283235332882,0.5338446148716238
"('State',)",0.5338446148716238,0.4552763673030934,0.5635643865496573,0.5338446148716238
"('PhotoAmt', 'Breed2', 'Fee')",0.5335111703901301,0.533508472512489,0.5335058932460162,0.5335111703901301
"('PhotoAmt', 'Color2', 'Color1', 'Breed2', 'Fee')",0.5331777259086362,0.531627167072291,0.534849420701004,0.5331777259086362
"('PhotoAmt', 'Fee')",0.5331777259086362,0.5217572463236007,0.5337437030838142,0.5331777259086362
"('Breed2', 'Quantity', 'MaturitySize', 'Fee')",0.5331777259086362,0.5192103188891134,0.5412384942651429,0.5331777259086362
"('Color1', 'Breed2', 'Quantity')",0.5328442814271424,0.5318201189028828,0.5324205509450094,0.5328442814271424
"('State', 'MaturitySize', 'Fee')",0.5328442814271424,0.5163345152233373,0.542127186923938,0.5328442814271424
"('PhotoAmt', 'State', 'Quantity', 'MaturitySize')",0.5325108369456486,0.5324417035817534,0.5329531972438367,0.5325108369456486
"('Breed2', 'MaturitySize', 'Fee')",0.5325108369456486,0.5147956619335575,0.5423398580278581,0.5325108369456486
"('Color2', 'Color1', 'State', 'MaturitySize', 'Fee')",0.5325108369456486,0.532535166710998,0.5325765452860233,0.5325108369456486
"('PhotoAmt', 'Breed2', 'Quantity', 'Fee')",0.5325108369456486,0.5315007893278306,0.5320866159650627,0.5325108369456486
"('PhotoAmt', 'Color2', 'Quantity', 'MaturitySize', 'Fee')",0.5325108369456486,0.5325365145040629,0.5327331973351394,0.5325108369456486
"('Color2', 'State', 'Breed2', 'Fee')",0.5321773924641547,0.5318567725662383,0.5319206956036834,0.5321773924641547
"('PhotoAmt', 'Color2', 'Color1', 'State', 'Breed2')",0.5321773924641547,0.5321562664884693,0.5321409378769817,0.5321773924641547
"('PhotoAmt', 'Color2', 'State', 'Breed2', 'Quantity')",0.5321773924641547,0.5299363643124596,0.5316760357912081,0.5321773924641547
"('Color2', 'Breed2', 'MaturitySize')",0.5318439479826609,0.5218652832434891,0.5377815070969509,0.5318439479826609
"('Color1', 'Quantity', 'MaturitySize', 'Fee')",0.531510503501167,0.5263107906975377,0.535111232818802,0.531510503501167
"('PhotoAmt', 'State', 'Quantity')",0.531510503501167,0.5164824221512829,0.5325075441359285,0.531510503501167
"('PhotoAmt', 'Color2', 'State')",0.5311770590196733,0.5220137344725153,0.5312153980834072,0.5311770590196733
"('PhotoAmt', 'Color1', 'Quantity', 'MaturitySize')",0.5311770590196733,0.5310780123893685,0.5316617793173278,0.5311770590196733
"('PhotoAmt', 'Color2', 'Breed2', 'Quantity', 'MaturitySize')",0.5311770590196733,0.5311890480750616,0.5314510261234487,0.5311770590196733
"('PhotoAmt', 'Color1', 'Breed2', 'Quantity', 'MaturitySize')",0.5311770590196733,0.5304533426523288,0.5322558502350525,0.5311770590196733
"('Color1', 'Quantity', 'Fee')",0.5311770590196733,0.5285418656888914,0.5306565418134699,0.5311770590196733
"('Color2', 'State', 'MaturitySize', 'Fee')",0.5311770590196733,0.5306413513902006,0.5321070996648266,0.5311770590196733
"('Color2', 'Color1', 'State', 'Quantity', 'MaturitySize')",0.5308436145381794,0.5286399875922797,0.5303200433739369,0.5308436145381794
"('Color2', 'Color1', 'MaturitySize', 'Fee')",0.5305101700566855,0.5249231598738168,0.5342425946746061,0.5305101700566855
"('Breed2', 'Quantity', 'Fee')",0.5305101700566855,0.5173300973878567,0.5310657726855941,0.5305101700566855
"('Color2', 'Color1', 'State', 'MaturitySize')",0.5301767255751917,0.530148506081068,0.5301298339017204,0.5301767255751917
"('Color1', 'Breed2', 'MaturitySize')",0.5301767255751917,0.5239773816882184,0.5341803224787207,0.5301767255751917
"('PhotoAmt', 'Color1', 'State', 'Quantity', 'MaturitySize')",0.5298432810936979,0.5296983586898305,0.5303856452713765,0.5298432810936979
"('Color2', 'Color1', 'Breed2', 'Quantity', 'MaturitySize')",0.5298432810936979,0.5296319442015035,0.5304630582256817,0.5298432810936979
"('PhotoAmt', 'Breed2', 'Quantity')",0.5298432810936979,0.5282228753344026,0.5293323061988213,0.5298432810936979
"('PhotoAmt', 'Color2', 'Color1')",0.5298432810936979,0.5295789952201837,0.5296092693165125,0.5298432810936979
"('Color2', 'Breed2', 'Quantity')",0.5298432810936979,0.529512364697911,0.5295778509988416,0.5298432810936979
"('PhotoAmt', 'Color1')",0.5295098366122041,0.5268891253086345,0.5289553198502589,0.5295098366122041
"('Color1', 'State', 'Quantity', 'Fee')",0.5295098366122041,0.5255038938320731,0.5289793588905524,0.5295098366122041
"('PhotoAmt', 'Color2', 'Breed2', 'Quantity')",0.5295098366122041,0.5277545471899503,0.5289853005230163,0.5295098366122041
"('Color1', 'State', 'Breed2')",0.5291763921307102,0.5234466423252018,0.5287308358961367,0.5291763921307102
"('Breed2', 'Quantity', 'MaturitySize')",0.5291763921307102,0.5142836538940102,0.5370480972164781,0.5291763921307102
"('Color2', 'State', 'Quantity', 'MaturitySize', 'Fee')",0.5291763921307102,0.5270989300571309,0.5310799241945687,0.5291763921307102
"('PhotoAmt', 'Color2', 'Breed2', 'Quantity', 'Fee')",0.5291763921307102,0.5276278018400189,0.5286634956158074,0.5291763921307102
"('Color2', 'State', 'Quantity', 'MaturitySize')",0.5288429476492164,0.5282126703598072,0.5284730874756608,0.5288429476492164
"('Color2', 'Color1', 'Breed2')",0.5288429476492164,0.5163390643457354,0.5355873035527893,0.5288429476492164
"('PhotoAmt', 'Color2', 'Color1', 'MaturitySize')",0.5288429476492164,0.528791060674611,0.5287656273402951,0.5288429476492164
"('Color2', 'Color1', 'Breed2', 'Quantity', 'Fee')",0.5288429476492164,0.5278100128549418,0.5283892771181412,0.5288429476492164
"('PhotoAmt', 'Color2', 'Color1', 'Quantity', 'MaturitySize')",0.5285095031677226,0.5285310005236553,0.528564248182538,0.5285095031677226
"('PhotoAmt', 'Color2', 'Fee')",0.5285095031677226,0.5277933065043386,0.5281164117304796,0.5285095031677226
"('Color2', 'Color1', 'Quantity', 'MaturitySize')",0.5285095031677226,0.5273223048905149,0.5298771691241246,0.5285095031677226
"('State', 'Quantity')",0.5281760586862287,0.493002956776162,0.5326162649080943,0.5281760586862287
"('State', 'Quantity', 'MaturitySize', 'Fee')",0.5281760586862287,0.5176879756945012,0.5339467801527712,0.5281760586862287
"('PhotoAmt', 'Color2', 'MaturitySize')",0.5281760586862287,0.527658070809759,0.5278367501550982,0.5281760586862287
"('PhotoAmt', 'Quantity', 'Fee')",0.5278426142047349,0.5251404756856352,0.5272526534882284,0.5278426142047349
"('PhotoAmt', 'Color2', 'Color1', 'Quantity')",0.5278426142047349,0.5267309147689656,0.5273690653111999,0.5278426142047349
"('Quantity', 'MaturitySize', 'Fee')",0.5275091697232411,0.5105607212814378,0.5360150068726474,0.5275091697232411
"('Color1', 'Breed2', 'Quantity', 'MaturitySize', 'Fee')",0.5275091697232411,0.5253169086838456,0.5294360073457203,0.5275091697232411
"('Color2', 'State', 'Quantity', 'Fee')",0.5275091697232411,0.4986467205377928,0.5303156971245756,0.5275091697232411
"('Color1', 'State', 'Breed2', 'Quantity')",0.5275091697232411,0.5264429810103087,0.5270404111055127,0.5275091697232411
"('PhotoAmt', 'Color1', 'Quantity', 'Fee')",0.5275091697232411,0.5262520242032815,0.527011747611037,0.5275091697232411
"('PhotoAmt', 'Color2', 'Quantity', 'MaturitySize')",0.5271757252417473,0.5267297222295946,0.5268583024386683,0.5271757252417473
"('PhotoAmt', 'Color1', 'Quantity', 'MaturitySize', 'Fee')",0.5271757252417473,0.527147336607162,0.5275411638110814,0.5271757252417473
"('Breed2', 'Quantity')",0.5271757252417473,0.5103562499232204,0.5278167007185963,0.5271757252417473
"('Color1', 'State', 'Fee')",0.5268422807602534,0.5185259616925414,0.5264613178869791,0.5268422807602534
"('PhotoAmt', 'Color2', 'Color1', 'MaturitySize', 'Fee')",0.5265088362787596,0.5265250510949411,0.5267679720658043,0.5265088362787596
"('Color2', 'Color1', 'Fee')",0.5265088362787596,0.5245862728190976,0.5282687466877223,0.5265088362787596
"('Color2', 'Breed2')",0.5261753917972658,0.5206416897463958,0.5296294571027348,0.5261753917972658
"('Color2', 'State', 'Quantity')",0.5261753917972658,0.48888914198808275,0.530305759298911,0.5261753917972658
"('Quantity', 'Fee')",0.5261753917972658,0.5016489259457998,0.527817519967372,0.5261753917972658
"('PhotoAmt', 'Quantity')",0.5261753917972658,0.5207255693316527,0.5255758745382513,0.5261753917972658
"('Color1', 'Breed2', 'Quantity', 'MaturitySize')",0.5261753917972658,0.5226956588483366,0.5287029930273792,0.5261753917972658
"('Color2', 'Breed2', 'Fee')",0.5258419473157719,0.5218175235435661,0.5286081753764358,0.5258419473157719
"('PhotoAmt', 'Color1', 'State', 'Quantity', 'Fee')",0.5258419473157719,0.5238918975647806,0.5252531206198376,0.5258419473157719
"('Color2', 'Quantity', 'MaturitySize')",0.5258419473157719,0.5247429628232843,0.5271190541224196,0.5258419473157719
"('PhotoAmt',)",0.5255085028342781,0.5089439101640445,0.5258572787860588,0.5255085028342781
"('MaturitySize', 'Fee')",0.5251750583527842,0.5105069489672981,0.5323131136316872,0.5251750583527842
"('PhotoAmt', 'Color2', 'Color1', 'Fee')",0.5251750583527842,0.5250286970030629,0.5257072047801002,0.5251750583527842
"('Color2', 'Breed2', 'Quantity', 'MaturitySize')",0.5251750583527842,0.5172075253167231,0.529587304801998,0.5251750583527842
"('PhotoAmt', 'Color1', 'State')",0.5248416138712905,0.5206151773963374,0.5241623171475895,0.5248416138712905
"('PhotoAmt', 'Color2', 'Color1', 'Breed2', 'MaturitySize')",0.5245081693897966,0.5237994841212025,0.5255170079548837,0.5245081693897966
"('Color1', 'MaturitySize')",0.5241747249083027,0.5207352617449658,0.5266107535550512,0.5241747249083027
"('Color2', 'Color1', 'Breed2', 'MaturitySize')",0.5241747249083027,0.5187565261466266,0.527465539143089,0.5241747249083027
"('Color2', 'Color1', 'Quantity', 'MaturitySize', 'Fee')",0.5238412804268089,0.5233824412697826,0.5246613024144512,0.5238412804268089
"('Color2', 'State', 'MaturitySize')",0.5235078359453151,0.5178021095717705,0.5268789754063238,0.5235078359453151
"('PhotoAmt', 'Color2', 'Color1', 'State', 'MaturitySize')",0.5235078359453151,0.5234465608489822,0.523418920593011,0.5235078359453151
"('PhotoAmt', 'Color2')",0.5235078359453151,0.5205054612652562,0.5228135816637478,0.5235078359453151
"('Color2', 'Breed2', 'Quantity', 'Fee')",0.5231743914638213,0.5231175299731918,0.5230904436042338,0.5231743914638213
"('Color2', 'Color1', 'MaturitySize')",0.5231743914638213,0.5200749678761041,0.5254226981684265,0.5231743914638213
"('Color1', 'State')",0.5231743914638213,0.512121836079424,0.5226979472444544,0.5231743914638213
"('PhotoAmt', 'Color2', 'State', 'Quantity')",0.5225075025008337,0.5191008506741597,0.5217721836525868,0.5225075025008337
"('PhotoAmt', 'Color1', 'State', 'Quantity')",0.5225075025008337,0.5166244675384487,0.521750766598874,0.5225075025008337
"('PhotoAmt', 'Color2', 'Quantity')",0.5225075025008337,0.5181679691436972,0.5217487227697951,0.5225075025008337
"('Color2', 'Color1', 'State', 'Fee')",0.5225075025008337,0.5128026591943308,0.5218885071795821,0.5225075025008337
"('PhotoAmt', 'Color1', 'MaturitySize', 'Fee')",0.5225075025008337,0.5225101570066014,0.522803366058182,0.5225075025008337
"('PhotoAmt', 'Color2', 'Color1', 'State')",0.5221740580193398,0.520620968444301,0.5215827454011313,0.5221740580193398
"('Color1', 'State', 'Quantity')",0.5221740580193398,0.5174840062080134,0.521399485922735,0.5221740580193398
"('Color1', 'Quantity')",0.5218406135378459,0.516785849470353,0.5210506249415474,0.5218406135378459
"('PhotoAmt', 'Breed1', 'Color2', 'Color1', 'MaturitySize')",0.5218406135378459,0.5211024846112656,0.522845878541996,0.5218406135378459
"('State', 'MaturitySize')",0.5218406135378459,0.4982071465892179,0.5318840854823842,0.5218406135378459
"('Color2', 'Color1', 'State', 'Quantity')",0.5215071690563521,0.5162115414350583,0.520702386446234,0.5215071690563521
"('PhotoAmt', 'Color2', 'Breed2', 'Fee')",0.5211737245748583,0.520198924600444,0.5206794979840318,0.5211737245748583
"('Color2', 'Color1', 'Quantity')",0.5211737245748583,0.5194692692926676,0.5227143048308543,0.5211737245748583
"('Quantity',)",0.5208402800933645,0.4814978047947951,0.5230980833308518,0.5208402800933645
"('PhotoAmt', 'Color2', 'Quantity', 'Fee')",0.5201733911303767,0.5189631058525734,0.5196212980352904,0.5201733911303767
"('Color2', 'Color1', 'State')",0.5201733911303767,0.5149996885263253,0.519314432543424,0.5201733911303767
"('Color1', 'Fee')",0.5201733911303767,0.4954937343507687,0.5203898337271184,0.5201733911303767
"('State', 'Quantity', 'MaturitySize')",0.519839946648883,0.4990498160437387,0.5283207463053888,0.519839946648883
"('PhotoAmt', 'Color2', 'Color1', 'State', 'Fee')",0.5195065021673891,0.5192601692136009,0.5192689971996439,0.5195065021673891
"('PhotoAmt', 'Color2', 'Color1', 'State', 'Quantity')",0.5195065021673891,0.5181250908096179,0.5189158491637366,0.5195065021673891
"('Color2',)",0.5191730576858953,0.5124854675514081,0.5226445110930168,0.5191730576858953
"('Color2', 'Color1', 'State', 'Quantity', 'Fee')",0.5191730576858953,0.5156314954936082,0.5183424250593531,0.5191730576858953
"('PhotoAmt', 'Color2', 'Breed2')",0.5181727242414138,0.5181196621902425,0.5180925189460134,0.5181727242414138
"('Color1', 'Quantity', 'MaturitySize')",0.5181727242414138,0.5120389787296654,0.521383937183372,0.5181727242414138
"('Breed2', 'Fee')",0.51783927975992,0.4633482841471542,0.5399267007094959,0.51783927975992
"('Color2', 'Color1', 'Quantity', 'Fee')",0.5175058352784262,0.5159591971020361,0.5189042446239769,0.5175058352784262
"('Color2', 'MaturitySize')",0.5165055018339446,0.5096244816078964,0.5198609472533322,0.5165055018339446
"('Color2', 'MaturitySize', 'Fee')",0.5165055018339446,0.5006057165429153,0.522698352114797,0.5165055018339446
"('Color2', 'State', 'Fee')",0.5161720573524509,0.5016089010722043,0.5150778593008691,0.5161720573524509
"('Color2', 'Quantity', 'MaturitySize', 'Fee')",0.515838612870957,0.495442210940073,0.523307439544657,0.515838612870957
"('Breed2',)",0.515838612870957,0.44107144795690467,0.5485965876550457,0.515838612870957
"('Fee',)",0.515838612870957,0.4132946790714896,0.5283775498829427,0.515838612870957
"('Quantity', 'MaturitySize')",0.5155051683894631,0.48377257846178234,0.5265774117120722,0.5155051683894631
"('MaturitySize',)",0.5151717239079693,0.496263997769749,0.5220464667257482,0.5151717239079693
"('Color2', 'Fee')",0.5141713904634878,0.5130611848911368,0.5153085552663804,0.5141713904634878
"('Color1',)",0.5121707235745249,0.48610995050075717,0.5105276081498699,0.5121707235745249
"('PhotoAmt', 'Color2', 'Color1', 'Quantity', 'Fee')",0.5115038346115371,0.5110533971979576,0.5111445070413271,0.5115038346115371
"('Color2', 'Quantity', 'Fee')",0.5105035011670557,0.5086811354229994,0.5118963726358189,0.5105035011670557
"('Color2', 'Quantity')",0.5091697232410803,0.5062922833412965,0.5109029559212253,0.5091697232410803
